order_id,order_date,amount,product_id
CA-2015-149587,2015-01-31,53.34,FUR-FU-10003799
CA-2015-149587,2015-01-31,32.96,OFF-BI-10002852
US-2017-109484,2017-11-06,5.682,OFF-BI-10004738
CA-2017-161018,2017-11-09,96.53,FUR-FU-10000629
CA-2017-157833,2017-06-17,51.312,OFF-BI-10001721
CA-2016-149223,2016-09-06,77.88,OFF-AP-10000358
CA-2016-158568,2016-08-29,64.624,OFF-PA-10003256
CA-2016-158568,2016-08-29,95.976,TEC-AC-10001767
CA-2016-158568,2016-08-29,1.788,OFF-BI-10002609
CA-2016-129903,2016-12-01,23.92,OFF-PA-10004040
US-2015-156867,2015-11-13,238.896,TEC-AC-10001552
US-2015-156867,2015-11-13,102.36,FUR-FU-10004006
US-2015-156867,2015-11-13,36.882,OFF-BI-10002794
CA-2017-119004,2017-11-23,74.112,TEC-AC-10003499
CA-2017-119004,2017-11-23,27.992,TEC-PH-10002844
CA-2017-119004,2017-11-23,3.304,OFF-AR-10000390
CA-2015-129476,2015-10-15,339.96,TEC-AC-10000844
CA-2017-146780,2017-12-25,41.96,FUR-FU-10001934
CA-2016-128867,2016-11-03,75.96,OFF-AR-10000380
CA-2016-128867,2016-11-03,27.24,OFF-BI-10003981
CA-2014-115259,2014-08-25,40.096,OFF-FA-10000621
CA-2014-115259,2014-08-25,4.72,OFF-EN-10002600
CA-2014-115259,2014-08-25,23.976,OFF-PA-10004965
CA-2014-115259,2014-08-25,130.464,OFF-EN-10002504
CA-2015-110457,2015-03-02,787.53,FUR-TA-10001768
US-2015-136476,2015-04-05,157.794,OFF-BI-10003650
CA-2016-103730,2016-06-12,47.04,FUR-FU-10002157
CA-2016-103730,2016-06-12,30.84,OFF-BI-10003910
CA-2016-103730,2016-06-12,226.56,OFF-ST-10000777
CA-2016-103730,2016-06-12,115.02,OFF-EN-10002500
CA-2016-103730,2016-06-12,68.04,TEC-PH-10003875
US-2014-152030,2014-12-26,600.558,FUR-CH-10004063
US-2014-134614,2014-09-20,617.7,FUR-TA-10004534
US-2017-107272,2017-11-05,2.388,OFF-BI-10003274
US-2017-107272,2017-11-05,243.992,OFF-ST-10002974
US-2016-125969,2016-11-06,81.424,FUR-CH-10001146
US-2016-125969,2016-11-06,238.56,FUR-FU-10003773
US-2017-164147,2017-02-02,59.97,TEC-PH-10002293
US-2017-164147,2017-02-02,78.304,OFF-PA-10002377
US-2017-164147,2017-02-02,21.456,OFF-FA-10002780
CA-2016-145583,2016-10-13,20.04,OFF-PA-10001804
CA-2016-145583,2016-10-13,35.44,OFF-PA-10001736
CA-2016-145583,2016-10-13,11.52,OFF-AR-10001149
CA-2016-145583,2016-10-13,4.02,OFF-FA-10002988
CA-2016-145583,2016-10-13,76.176,OFF-BI-10004781
CA-2016-145583,2016-10-13,65.88,OFF-SU-10001218
CA-2016-145583,2016-10-13,43.12,FUR-FU-10001706
CA-2016-110366,2016-09-05,82.8,FUR-FU-10004848
CA-2017-106180,2017-09-18,8.82,OFF-AR-10000940
CA-2017-106180,2017-09-18,10.86,OFF-EN-10004030
CA-2017-106180,2017-09-18,143.7,OFF-PA-10004327
CA-2017-155376,2017-12-22,839.43,OFF-AP-10001058
CA-2015-110744,2015-09-07,671.93,OFF-ST-10003656
CA-2014-110072,2014-10-22,93.888,FUR-FU-10000521
CA-2016-114489,2016-12-05,384.45,TEC-PH-10000215
CA-2016-114489,2016-12-05,149.97,TEC-PH-10001448
CA-2016-114489,2016-12-05,1951.84,FUR-CH-10000454
CA-2016-114489,2016-12-05,171.55,OFF-BI-10002735
CA-2016-158834,2016-03-13,157.92,OFF-AP-10000326
CA-2016-158834,2016-03-13,203.184,TEC-PH-10001254
CA-2015-124919,2015-05-31,58.38,OFF-PA-10001950
CA-2015-124919,2015-05-31,105.52,OFF-PA-10002254
CA-2015-124919,2015-05-31,80.88,OFF-ST-10001590
CA-2015-118948,2015-05-28,6.63,OFF-AR-10001547
CA-2014-104269,2014-03-01,457.568,FUR-CH-10004063
CA-2016-114104,2016-11-20,14.62,OFF-LA-10002475
CA-2016-114104,2016-11-20,944.93,TEC-PH-10004536
CA-2016-162733,2016-05-11,5.98,OFF-PA-10002751
CA-2015-119697,2015-12-28,54.384,TEC-AC-10003657
CA-2016-154508,2016-11-16,28.4,OFF-EN-10001990
CA-2016-113817,2016-11-07,27.68,OFF-BI-10004002
CA-2014-139892,2014-09-08,9.936,OFF-AR-10004441
CA-2014-139892,2014-09-08,8159.952,TEC-MA-10000822
CA-2014-139892,2014-09-08,275.928,OFF-ST-10000991
CA-2014-139892,2014-09-08,1740.06,FUR-CH-10004287
CA-2014-139892,2014-09-08,32.064,OFF-AR-10002656
CA-2014-139892,2014-09-08,177.98,OFF-AP-10002518
CA-2014-139892,2014-09-08,143.976,TEC-PH-10003931
CA-2014-118962,2014-08-05,20.94,OFF-PA-10000659
CA-2014-118962,2014-08-05,110.96,OFF-PA-10001144
CA-2014-118962,2014-08-05,340.144,FUR-CH-10003817
US-2014-100853,2014-09-14,52.448,OFF-AP-10000891
US-2014-100853,2014-09-14,20.16,OFF-LA-10003148
US-2017-152366,2017-04-21,97.264,OFF-AP-10002684
US-2015-101511,2015-11-21,396.802,FUR-CH-10004698
US-2015-101511,2015-11-21,15.88,OFF-SU-10002189
CA-2015-137225,2015-12-15,3.28,OFF-AR-10001940
CA-2014-166191,2014-12-05,24.816,OFF-ST-10003455
CA-2014-166191,2014-12-05,408.744,TEC-AC-10004659
CA-2014-158274,2014-11-19,503.96,TEC-PH-10003273
CA-2014-158274,2014-11-19,149.95,TEC-PH-10004896
CA-2014-158274,2014-11-19,29,TEC-AC-10002345
CA-2016-105018,2016-11-28,7.16,OFF-BI-10001890
CA-2014-123260,2014-08-26,176.8,TEC-AC-10002323
CA-2016-157000,2016-07-16,37.224,OFF-ST-10001328
CA-2016-157000,2016-07-16,20.016,OFF-PA-10001950
CA-2015-102281,2015-10-12,899.136,FUR-BO-10002613
CA-2015-102281,2015-10-12,71.76,TEC-PH-10001552
CA-2015-102281,2015-10-12,51.84,OFF-PA-10000061
CA-2015-102281,2015-10-12,626.352,FUR-BO-10002545
CA-2015-102281,2015-10-12,19.9,OFF-AR-10003514
CA-2015-131457,2015-10-31,14.28,OFF-EN-10001509
CA-2014-140004,2014-03-21,7.408,OFF-AR-10004685
CA-2014-140004,2014-03-21,6.048,OFF-AR-10004027
CA-2017-107720,2017-11-06,46.26,OFF-ST-10001414
US-2017-124303,2017-07-06,2.946,OFF-BI-10000343
US-2017-124303,2017-07-06,16.056,OFF-PA-10002749
CA-2017-105074,2017-06-24,21.744,OFF-PA-10002666
CA-2014-133690,2014-08-03,218.75,FUR-TA-10004289
CA-2014-133690,2014-08-03,2.6,OFF-AP-10003622
US-2017-116701,2017-12-17,66.284,OFF-AP-10003217
CA-2017-126382,2017-06-03,35.168,FUR-FU-10002960
CA-2017-108329,2017-12-09,444.768,TEC-PH-10001918
CA-2017-135860,2017-12-01,83.92,OFF-ST-10000642
CA-2017-135860,2017-12-01,131.98,TEC-PH-10001700
CA-2017-135860,2017-12-01,15.92,OFF-BI-10003274
CA-2017-135860,2017-12-01,52.29,OFF-FA-10000134
CA-2017-135860,2017-12-01,91.99,OFF-ST-10001522
CA-2015-101007,2015-02-09,20.8,TEC-AC-10001266
CA-2015-146262,2015-01-02,23.68,OFF-LA-10004544
CA-2015-146262,2015-01-02,452.45,FUR-BO-10004695
CA-2015-146262,2015-01-02,62.982,TEC-PH-10002844
CA-2015-146262,2015-01-02,1188,TEC-MA-10000864
CA-2015-146262,2015-01-02,89.584,TEC-AC-10000109
CA-2016-130162,2016-10-28,93.06,OFF-ST-10001328
CA-2016-130162,2016-10-28,302.376,TEC-PH-10002563
CA-2015-169397,2015-12-24,5.584,OFF-FA-10000585
CA-2015-169397,2015-12-24,22.704,OFF-PA-10004000
CA-2015-169397,2015-12-24,19.776,OFF-BI-10002852
CA-2015-169397,2015-12-24,72.704,FUR-FU-10000087
CA-2015-169397,2015-12-24,479.988,TEC-MA-10001148
CA-2015-169397,2015-12-24,27.168,OFF-AR-10001958
CA-2015-163055,2015-08-09,2.2,OFF-AR-10001026
CA-2015-163055,2015-08-09,622.45,FUR-TA-10003748
CA-2015-163055,2015-08-09,21.98,OFF-ST-10002485
US-2015-145436,2015-02-28,161.568,FUR-CH-10004860
US-2015-145436,2015-02-28,389.696,FUR-CH-10004477
US-2014-156216,2014-09-13,18.648,OFF-BI-10001679
US-2017-100930,2017-04-07,233.86,FUR-TA-10001705
US-2017-100930,2017-04-07,620.6145,FUR-TA-10003473
US-2017-100930,2017-04-07,5.328,OFF-BI-10001679
US-2017-100930,2017-04-07,258.072,FUR-FU-10004017
US-2017-100930,2017-04-07,617.976,TEC-AC-10003832
CA-2017-160514,2017-11-12,10.56,OFF-PA-10002479
CA-2016-157749,2016-06-04,25.92,OFF-PA-10003349
CA-2016-157749,2016-06-04,419.68,FUR-FU-10000576
CA-2016-157749,2016-06-04,11.688,FUR-FU-10004351
CA-2016-157749,2016-06-04,31.984,TEC-PH-10000011
CA-2016-157749,2016-06-04,177.225,FUR-TA-10002607
CA-2016-157749,2016-06-04,4.044,FUR-FU-10002505
CA-2016-157749,2016-06-04,7.408,OFF-AR-10004685
CA-2014-131926,2014-06-01,2001.86,FUR-CH-10004063
CA-2014-131926,2014-06-01,166.72,OFF-ST-10002276
CA-2014-131926,2014-06-01,47.88,OFF-PA-10004082
CA-2014-131926,2014-06-01,1503.25,OFF-AP-10002945
CA-2014-131926,2014-06-01,25.92,OFF-PA-10000061
CA-2016-154739,2016-12-10,321.568,FUR-CH-10002965
CA-2016-145625,2016-09-11,7.61,OFF-PA-10004569
CA-2016-145625,2016-09-11,3347.37,TEC-AC-10003832
CA-2016-146941,2016-12-10,80.58,OFF-ST-10001228
CA-2016-146941,2016-12-10,361.92,OFF-EN-10003296
US-2015-159982,2015-11-28,12.132,FUR-FU-10002505
US-2015-159982,2015-11-28,82.368,OFF-ST-10004804
US-2015-159982,2015-11-28,53.92,OFF-ST-10001590
US-2015-159982,2015-11-28,647.904,TEC-PH-10001580
CA-2017-163139,2017-12-01,20.37,TEC-AC-10000290
CA-2017-163139,2017-12-01,221.55,OFF-ST-10002790
CA-2017-163139,2017-12-01,17.52,OFF-BI-10003460
US-2017-155299,2017-06-08,1.624,OFF-AP-10002203
US-2014-106992,2014-09-19,3059.982,TEC-MA-10000822
US-2014-106992,2014-09-19,2519.958,TEC-MA-10003353
CA-2016-125318,2016-06-06,328.224,TEC-PH-10001433
CA-2015-155040,2015-11-10,79.9,TEC-AC-10004469
CA-2017-136826,2017-06-16,14.016,OFF-AR-10003602
CA-2016-111010,2016-01-22,7.56,OFF-FA-10003472
US-2017-145366,2017-12-09,37.208,OFF-ST-10004180
US-2017-145366,2017-12-09,57.576,OFF-EN-10004386
CA-2017-163979,2017-12-28,725.84,OFF-ST-10003208
CA-2015-155334,2015-07-30,209.93,TEC-AC-10003628
CA-2015-155334,2015-07-30,5.28,FUR-FU-10003274
CA-2015-155334,2015-07-30,10.92,OFF-BI-10002557
CA-2017-118136,2017-09-16,8.82,OFF-PA-10002615
CA-2017-118136,2017-09-16,5.98,OFF-AR-10001427
CA-2017-132976,2017-10-13,11.648,OFF-PA-10000673
CA-2017-132976,2017-10-13,18.176,OFF-PA-10004470
CA-2017-132976,2017-10-13,59.712,OFF-ST-10000876
CA-2017-132976,2017-10-13,24.84,OFF-LA-10002043
US-2015-161991,2015-09-26,2.08,OFF-BI-10004967
US-2015-161991,2015-09-26,1114.4,TEC-PH-10001760
CA-2015-130890,2015-11-02,1038.84,FUR-TA-10002903
CA-2015-130883,2015-09-26,141.76,OFF-PA-10000474
CA-2015-130883,2015-09-26,239.8,TEC-AC-10001956
CA-2015-130883,2015-09-26,31.104,OFF-PA-10004100
CA-2016-112697,2016-12-18,254.058,OFF-BI-10000778
CA-2016-112697,2016-12-18,194.528,OFF-AP-10002684
CA-2016-112697,2016-12-18,961.48,OFF-SU-10000646
CA-2016-110772,2016-11-20,19.096,OFF-FA-10002983
CA-2016-110772,2016-11-20,18.496,OFF-LA-10004689
CA-2016-110772,2016-11-20,255.984,TEC-AC-10002001
CA-2016-110772,2016-11-20,86.97,FUR-BO-10004709
CA-2014-111451,2014-12-26,300.416,FUR-FU-10004091
CA-2014-111451,2014-12-26,230.352,FUR-CH-10001891
CA-2014-111451,2014-12-26,218.352,FUR-FU-10002918
CA-2014-111451,2014-12-26,78.6,OFF-BI-10004593
CA-2014-111451,2014-12-26,27.552,OFF-FA-10004854
CA-2016-142545,2016-10-28,32.4,OFF-PA-10002105
CA-2016-142545,2016-10-28,1082.48,OFF-ST-10002756
CA-2016-142545,2016-10-28,56.91,OFF-PA-10004243
CA-2016-142545,2016-10-28,77.6,FUR-FU-10001861
CA-2016-142545,2016-10-28,14.28,OFF-BI-10002706
US-2017-152380,2017-11-19,219.075,FUR-TA-10002533
CA-2015-144253,2015-05-04,26.8,FUR-FU-10002671
CA-2014-130960,2014-12-30,9.84,OFF-AR-10003651
CA-2014-111003,2014-06-01,45.48,OFF-BI-10001072
CA-2014-111003,2014-06-01,289.2,OFF-AR-10002135
CA-2017-126774,2017-04-15,4.89,OFF-AR-10002804
CA-2016-142902,2016-09-12,15.136,FUR-FU-10001918
CA-2016-142902,2016-09-12,466.768,FUR-CH-10004086
CA-2016-142902,2016-09-12,15.232,FUR-FU-10001756
CA-2016-142902,2016-09-12,6.264,OFF-LA-10000634
CA-2014-120887,2014-09-27,87.54,FUR-FU-10001588
CA-2014-167850,2014-08-09,178.384,TEC-PH-10002398
CA-2014-167850,2014-08-09,15.552,OFF-PA-10001937
CA-2014-164259,2014-12-28,99.136,OFF-AR-10003373
CA-2014-164973,2014-11-04,135.882,FUR-CH-10002602
CA-2014-164973,2014-11-04,3991.98,TEC-MA-10002927
CA-2014-164973,2014-11-04,275.94,TEC-PH-10004093
CA-2014-164973,2014-11-04,360,TEC-AC-10000892
CA-2014-164973,2014-11-04,43.57,OFF-ST-10002974
CA-2014-156601,2014-09-19,7.16,OFF-FA-10000624
CA-2016-162138,2016-04-23,251.52,OFF-BI-10004593
CA-2016-162138,2016-04-23,99.99,TEC-AC-10001908
CA-2017-153339,2017-11-03,15.992,FUR-FU-10001967
US-2016-141544,2016-08-30,290.898,TEC-PH-10003645
US-2016-141544,2016-08-30,54.224,OFF-ST-10000675
US-2016-141544,2016-08-30,786.744,FUR-CH-10003312
US-2016-141544,2016-08-30,100.24,OFF-LA-10001074
US-2016-141544,2016-08-30,37.764,OFF-BI-10001524
US-2016-150147,2016-04-25,82.8,TEC-PH-10004614
US-2016-150147,2016-04-25,20.724,OFF-BI-10001153
US-2016-150147,2016-04-25,4.896,OFF-BI-10001982
CA-2015-137946,2015-09-01,4.752,OFF-BI-10001922
CA-2015-137946,2015-09-01,959.984,TEC-CO-10001449
CA-2015-137946,2015-09-01,14.368,OFF-BI-10004140
CA-2014-129924,2014-07-12,7.712,OFF-BI-10003314
CA-2014-129924,2014-07-12,698.352,FUR-TA-10004575
CA-2015-128167,2015-06-22,4.96,OFF-FA-10000490
CA-2014-122336,2014-04-13,17.856,OFF-AR-10000122
CA-2014-122336,2014-04-13,509.97,OFF-BI-10003656
CA-2014-122336,2014-04-13,30.992,OFF-FA-10002780
CA-2014-122336,2014-04-13,71.928,TEC-PH-10000702
US-2015-120712,2015-12-20,88.8,OFF-ST-10000107
CA-2017-169901,2017-06-15,47.976,TEC-PH-10002293
CA-2017-134306,2017-07-08,7.56,OFF-AR-10004027
CA-2017-134306,2017-07-08,24.56,OFF-PA-10000249
CA-2017-134306,2017-07-08,12.96,OFF-AR-10001374
CA-2016-129714,2016-09-01,6.79,TEC-AC-10000290
CA-2016-129714,2016-09-01,24.56,OFF-PA-10001970
CA-2016-129714,2016-09-01,3.048,OFF-BI-10002160
CA-2016-129714,2016-09-01,49.12,OFF-PA-10001970
CA-2016-129714,2016-09-01,4355.168,OFF-BI-10004995
CA-2016-138520,2016-04-08,388.704,FUR-BO-10002268
CA-2016-138520,2016-04-08,8.26,OFF-EN-10001137
CA-2016-138520,2016-04-08,17.04,OFF-AR-10002399
CA-2016-138520,2016-04-08,34.4,OFF-PA-10002713
CA-2016-130001,2016-04-23,36.24,OFF-PA-10002666
CA-2017-155698,2017-03-08,647.84,OFF-AP-10001124
CA-2017-155698,2017-03-08,20.7,OFF-LA-10001158
CA-2017-144904,2017-09-25,20.7,OFF-LA-10001158
CA-2017-144904,2017-09-25,488.646,FUR-CH-10000785
CA-2017-144904,2017-09-25,5.56,OFF-AR-10003732
CA-2017-144904,2017-09-25,47.12,FUR-FU-10000023
CA-2014-123344,2014-09-24,211.96,OFF-ST-10001713
CA-2016-155516,2016-10-21,23.2,OFF-BI-10002412
CA-2016-155516,2016-10-21,7.36,OFF-SU-10001225
CA-2016-155516,2016-10-21,104.79,OFF-ST-10002406
CA-2016-155516,2016-10-21,1043.92,FUR-BO-10002545
CA-2017-104745,2017-05-29,25.92,OFF-PA-10002036
CA-2017-104745,2017-05-29,53.424,OFF-ST-10002205
US-2014-119137,2014-07-23,8.16,OFF-BI-10001982
US-2014-119137,2014-07-23,1023.936,TEC-AC-10003911
US-2014-119137,2014-07-23,9.24,OFF-AR-10000658
US-2014-119137,2014-07-23,479.04,TEC-AC-10002076
US-2016-134656,2016-09-28,99.136,OFF-PA-10003039
US-2017-134481,2017-08-27,1488.424,FUR-TA-10004915
CA-2015-130792,2015-04-28,8.652,OFF-AP-10000696
CA-2015-130792,2015-04-28,23.832,OFF-ST-10003327
CA-2015-130792,2015-04-28,12.176,OFF-BI-10000309
CA-2016-134775,2016-10-28,50.96,OFF-PA-10004734
CA-2016-134775,2016-10-28,49.536,OFF-BI-10002225
CA-2015-125395,2015-06-26,41.9,TEC-AC-10004708
US-2015-168935,2015-11-27,375.4575,FUR-TA-10000617
US-2015-168935,2015-11-27,83.976,TEC-AC-10002335
CA-2015-122756,2015-12-03,482.34,TEC-MA-10001681
CA-2015-122756,2015-12-03,2.96,FUR-FU-10001935
CA-2014-115973,2014-11-24,2.624,OFF-AR-10004757
CA-2017-101798,2017-12-11,23.36,OFF-BI-10000050
CA-2017-101798,2017-12-11,39.98,TEC-AC-10001998
US-2014-135972,2014-09-21,246.384,TEC-PH-10003012
US-2014-135972,2014-09-21,1799.97,TEC-CO-10002313
US-2014-134971,2014-06-07,12.462,OFF-BI-10003982
CA-2017-102946,2017-06-30,75.792,OFF-BI-10004492
CA-2017-165603,2017-10-17,49.96,OFF-ST-10000798
CA-2017-165603,2017-10-17,12.96,OFF-PA-10002552
CA-2015-122259,2015-10-31,70.12,OFF-SU-10002573
CA-2016-108987,2016-09-08,35.952,OFF-ST-10001580
CA-2016-108987,2016-09-08,2396.2656,FUR-BO-10004834
CA-2016-108987,2016-09-08,131.136,OFF-ST-10000934
CA-2016-108987,2016-09-08,57.584,TEC-AC-10000158
CA-2014-113166,2014-12-24,9.568,OFF-PA-10001947
CA-2014-155208,2014-04-16,39.072,OFF-AR-10003478
CA-2017-117933,2017-12-24,35.91,OFF-AP-10004249
CA-2017-117457,2017-12-08,179.95,TEC-AC-10000158
CA-2017-117457,2017-12-08,1199.976,TEC-CO-10004115
CA-2017-117457,2017-12-08,27.15,OFF-PA-10003724
CA-2017-117457,2017-12-08,1004.024,FUR-TA-10002041
CA-2017-117457,2017-12-08,9.68,OFF-PA-10002893
CA-2017-117457,2017-12-08,28.35,OFF-LA-10003766
CA-2017-117457,2017-12-08,55.98,OFF-PA-10001970
CA-2017-117457,2017-12-08,1336.829,FUR-BO-10001972
CA-2017-117457,2017-12-08,113.568,FUR-CH-10003956
CA-2017-142636,2017-11-03,139.86,OFF-PA-10000157
CA-2017-142636,2017-11-03,307.136,FUR-CH-10001891
CA-2017-122105,2017-06-24,95.92,OFF-AR-10004344
CA-2016-148796,2016-04-14,383.8,FUR-CH-10004886
CA-2017-154816,2017-11-06,5.78,OFF-PA-10003845
CA-2017-110478,2017-03-04,9.32,OFF-AR-10001573
CA-2017-110478,2017-03-04,15.25,OFF-EN-10000483
CA-2014-142048,2014-06-22,196.752,TEC-AC-10004114
CA-2017-125388,2017-10-19,56.56,FUR-FU-10004712
CA-2017-125388,2017-10-19,32.7,OFF-ST-10000918
CA-2017-155705,2017-08-21,866.4,FUR-CH-10000015
CA-2017-149160,2017-11-23,28.4,FUR-FU-10003347
CA-2017-149160,2017-11-23,287.92,OFF-BI-10001543
CA-2014-101476,2014-09-12,69.99,TEC-MA-10000029
CA-2017-152275,2017-10-01,6.672,OFF-AR-10000369
US-2016-123750,2016-04-15,189.588,OFF-BI-10004584
US-2016-123750,2016-04-15,408.744,TEC-AC-10004659
US-2016-123750,2016-04-15,291.96,TEC-AC-10004659
US-2016-123750,2016-04-15,4.768,OFF-ST-10000617
CA-2016-127369,2016-06-06,714.3,OFF-ST-10003306
US-2014-150574,2014-12-19,4.812,OFF-BI-10000773
US-2014-150574,2014-12-19,247.8,TEC-AC-10002600
CA-2016-147375,2016-06-12,1007.979,TEC-MA-10002937
CA-2016-147375,2016-06-12,313.488,OFF-PA-10001970
CA-2017-130043,2017-09-15,31.872,OFF-PA-10002230
CA-2017-157252,2017-01-20,207.846,FUR-CH-10003396
CA-2016-115756,2016-09-05,12.22,FUR-FU-10000246
CA-2016-115756,2016-09-05,194.94,OFF-ST-10000060
CA-2016-115756,2016-09-05,70.95,OFF-ST-10003058
CA-2016-115756,2016-09-05,91.36,OFF-PA-10002222
CA-2016-115756,2016-09-05,242.94,FUR-CH-10002372
CA-2016-115756,2016-09-05,22.05,OFF-LA-10001317
CA-2017-154214,2017-03-20,2.91,FUR-FU-10000206
CA-2016-166674,2016-04-01,59.52,OFF-AR-10000588
CA-2016-166674,2016-04-01,161.94,OFF-ST-10001469
CA-2016-166674,2016-04-01,263.88,OFF-AR-10001953
CA-2016-166674,2016-04-01,30.48,OFF-AR-10003156
CA-2016-166674,2016-04-01,9.84,OFF-AR-10004974
